payment_id,order_id,captured_at,amount,method,fee,tax_on_fee,status,settlement_id
pay_000073,ord_000996,2026-07-04T08:52:00,8360.99,upi,0.00,0.00,captured,setl_20260708_004
pay_000074,ord_000051,2026-07-04T15:57:00,4290.00,card,85.80,15.44,captured,setl_20260708_004
pay_000075,ord_000062,2026-07-04T15:31:00,960.00,card,19.20,3.46,captured,setl_20260708_004
pay_000076,ord_000117,2026-07-04T16:12:00,696.50,netbanking,12.54,2.26,captured,setl_20260708_004
pay_000077,ord_000137,2026-07-04T12:58:00,1065.50,upi,0.00,0.00,captured,setl_20260708_004
pay_000078,ord_000295,2026-07-05T12:34:00,1478.00,wallet,29.56,5.32,captured,setl_20260708_005
pay_000079,ord_000295,2026-07-05T12:30:00,1478.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000080,ord_000312,2026-07-05T03:55:00,1064.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000081,ord_000423,2026-07-04T21:14:00,825.00,card,16.50,2.97,captured,setl_20260708_004
pay_000082,ord_000446,2026-07-05T15:34:00,2126.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000083,ord_000482,2026-07-04T23:07:00,29789.00,card,595.78,107.24,captured,setl_20260708_005
pay_000084,ord_000483,2026-07-04T15:24:00,2133.00,card,42.66,7.68,captured,setl_20260708_004
pay_000085,ord_000483,2026-07-04T19:23:00,2133.00,card,42.66,7.68,captured,setl_20260708_004
pay_000086,ord_000515,2026-07-05T00:39:00,1461.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000087,ord_000531,2026-07-05T09:23:00,1383.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000088,ord_000540,2026-07-05T03:43:00,1905.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000089,ord_000564,2026-07-04T22:54:00,12601.50,upi,0.00,0.00,captured,setl_20260708_004
pay_000090,ord_000574,2026-07-05T10:00:00,900.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000091,ord_000765,2026-07-05T01:34:00,357574.00,card,7151.48,1287.27,captured,setl_20260708_005
pay_000092,ord_000773,2026-07-05T03:03:00,2826.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000093,ord_000791,2026-07-05T00:53:00,1917.00,card,38.34,6.90,captured,setl_20260708_005
pay_000094,ord_000803,2026-07-05T02:35:00,10543.00,wallet,210.86,37.95,captured,setl_20260708_005
pay_000095,ord_000804,2026-07-05T12:43:00,557.00,wallet,11.14,2.01,captured,setl_20260708_005
pay_000096,ord_000831,2026-07-04T14:49:00,1299.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000097,ord_000972,2026-07-04T23:56:00,55344.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000098,ord_000027,2026-07-06T12:10:00,2116.99,card,42.34,7.62,captured,setl_20260708_006
pay_000099,ord_000045,2026-07-05T21:54:00,1552.00,netbanking,27.94,5.03,captured,setl_20260708_005
pay_000100,ord_000069,2026-07-06T05:18:00,608.00,card,12.16,2.19,captured,setl_20260708_006
pay_000101,ord_000071,2026-07-06T09:55:00,1366.00,wallet,27.32,4.92,captured,setl_20260708_006
pay_000102,ord_000094,2026-07-05T14:11:00,8253.99,netbanking,148.57,26.74,captured,setl_20260708_005
pay_000103,ord_000114,2026-07-06T08:44:00,995.50,card,19.91,3.58,captured,setl_20260708_006
pay_000104,ord_000124,2026-07-06T14:56:00,1311.00,card,26.22,4.72,captured,setl_20260708_006
pay_000105,ord_000127,2026-07-05T11:06:00,2421.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000106,ord_000192,2026-07-05T18:14:00,1458.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000107,ord_000273,2026-07-06T11:10:00,5894.99,upi,0.00,0.00,captured,setl_20260708_006
pay_000108,ord_000353,2026-07-06T00:29:00,4157.99,wallet,83.16,14.97,captured,setl_20260708_006
pay_000109,ord_000406,2026-07-06T15:44:00,1702.50,card,34.05,6.13,captured,setl_20260708_006
pay_000110,ord_000413,2026-07-06T13:36:00,1427.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000111,ord_000545,2026-07-06T00:34:00,12126.99,upi,0.00,0.00,captured,setl_20260708_006
pay_000112,ord_000561,2026-07-05T13:19:00,3294.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000113,ord_000581,2026-07-05T18:30:00,1183.99,card,23.68,4.26,captured,setl_20260708_005
pay_000114,ord_000599,2026-07-05T18:00:00,1923.00,card,38.46,6.92,captured,setl_20260708_005
pay_000115,ord_000614,2026-07-06T02:23:00,331257.99,upi,0.00,0.00,captured,setl_20260708_006
pay_000116,ord_000713,2026-07-06T07:47:00,11947.00,card,238.94,43.01,captured,setl_20260708_006
pay_000117,ord_000721,2026-07-06T05:15:00,2255.00,card,45.10,8.12,captured,setl_20260708_006
pay_000118,ord_000723,2026-07-05T17:18:00,1355.00,card,27.10,4.88,captured,setl_20260708_005
pay_000119,ord_000751,2026-07-05T11:11:00,44060.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000120,ord_000822,2026-07-06T07:39:00,1826.99,card,36.54,6.58,captured,setl_20260708_006
pay_000121,ord_000883,2026-07-05T09:11:00,1390.50,wallet,27.81,5.01,captured,setl_20260708_005
pay_000122,ord_000901,2026-07-05T09:14:00,6692.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000123,ord_000991,2026-07-06T00:23:00,1230.99,card,24.62,4.43,captured,setl_20260708_006
pay_000124,ord_000992,2026-07-06T15:09:00,6737.50,upi,0.00,0.00,captured,setl_20260708_006
pay_000125,ord_000003,2026-07-06T15:57:00,321.00,netbanking,5.78,1.04,captured,setl_20260708_006
pay_000126,ord_000055,2026-07-07T09:45:00,6372.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000127,ord_000079,2026-07-06T10:12:00,1332.00,card,26.64,4.80,captured,setl_20260708_006
pay_000128,ord_000231,2026-07-07T00:24:00,64831.00,card,1296.62,233.39,captured,setl_20260709_007
pay_000129,ord_000250,2026-07-06T10:47:00,1900.00,wallet,38.00,6.84,captured,setl_20260708_006
pay_000130,ord_000271,2026-07-06T15:23:00,286.00,netbanking,5.15,0.93,captured,setl_20260708_006
pay_000131,ord_000292,2026-07-07T05:27:00,1725.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000132,ord_000350,2026-07-07T10:15:00,10831.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000133,ord_000395,2026-07-07T04:09:00,1962.99,upi,0.00,0.00,captured,setl_20260709_007
pay_000134,ord_000509,2026-07-07T04:21:00,1680.00,wallet,33.60,6.05,captured,setl_20260709_007
pay_000135,ord_000521,2026-07-07T05:09:00,72314.99,card,1446.30,260.33,captured,setl_20260709_007
pay_000136,ord_000543,2026-07-07T02:50:00,5620.00,card,112.40,20.23,captured,setl_20260709_007
pay_000137,ord_000573,2026-07-06T09:44:00,2462.50,upi,0.00,0.00,captured,setl_20260708_006
pay_000138,ord_000590,2026-07-07T07:28:00,830.50,card,16.61,2.99,captured,setl_20260709_007
pay_000139,ord_000593,2026-07-07T02:22:00,2480.99,upi,0.00,0.00,captured,setl_20260709_007
pay_000140,ord_000624,2026-07-07T12:35:00,14462.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000141,ord_000732,2026-07-07T02:23:00,73804.99,upi,0.00,0.00,captured,setl_20260709_007
pay_000142,ord_000744,2026-07-07T13:01:00,1656.50,card,33.13,5.96,captured,setl_20260709_007
pay_000143,ord_000752,2026-07-06T11:42:00,7932.00,wallet,158.64,28.56,captured,setl_20260708_006
pay_000144,ord_000759,2026-07-07T09:35:00,1916.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000145,ord_000925,2026-07-06T12:33:00,2034.00,card,40.68,7.32,captured,setl_20260708_006
pay_000146,ord_000998,2026-07-06T10:12:00,9670.50,upi,0.00,0.00,captured,setl_20260708_006
pay_000147,ord_000032,2026-07-07T21:42:00,12968.99,card,259.38,46.69,captured,setl_20260709_007
pay_000148,ord_000049,2026-07-07T16:38:00,8304.50,card,166.09,29.90,captured,setl_20260709_007
pay_000149,ord_000153,2026-07-08T11:05:00,56653.50,card,1133.07,203.95,captured,setl_20260710_008
pay_000150,ord_000184,2026-07-08T13:26:00,12748.00,netbanking,229.46,41.30,captured,setl_20260710_008
pay_000151,ord_000242,2026-07-08T01:02:00,1669.99,card,33.40,6.01,captured,setl_20260710_008
pay_000152,ord_000263,2026-07-08T01:06:00,23890.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000153,ord_000296,2026-07-08T06:15:00,832.50,card,16.65,3.00,captured,setl_20260710_008
pay_000154,ord_000371,2026-07-08T08:06:00,7993.00,card,159.86,28.77,captured,setl_20260710_008
pay_000155,ord_000439,2026-07-07T22:56:00,700.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000156,ord_000481,2026-07-08T06:10:00,6420.00,card,128.40,23.11,captured,setl_20260710_008
pay_000157,ord_000568,2026-07-08T02:20:00,808.00,netbanking,14.54,2.62,captured,setl_20260710_008
pay_000158,ord_000576,2026-07-07T19:38:00,373.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000159,ord_000602,2026-07-08T08:16:00,1819.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000160,ord_000689,2026-07-07T10:18:00,12159.50,card,243.19,43.77,captured,setl_20260709_007
pay_000161,ord_000689,2026-07-08T01:08:00,12159.50,wallet,243.19,43.77,captured,setl_20260710_008
pay_000162,ord_000730,2026-07-08T12:20:00,1174.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000163,ord_000739,2026-07-08T02:32:00,1485.50,card,29.71,5.35,captured,setl_20260710_008
pay_000164,ord_000882,2026-07-07T20:09:00,1452.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000165,ord_000896,2026-07-08T10:19:00,1017.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000166,ord_000911,2026-07-08T08:20:00,46632.99,netbanking,839.39,151.09,captured,setl_20260710_008
pay_000167,ord_000927,2026-07-08T03:52:00,2481.99,netbanking,44.68,8.04,captured,setl_20260710_008
pay_000168,ord_000938,2026-07-08T03:24:00,703.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000169,ord_000954,2026-07-08T11:27:00,416.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000170,ord_000958,2026-07-08T05:54:00,14615.99,card,292.32,52.62,captured,setl_20260710_008
pay_000171,ord_000030,2026-07-08T10:20:00,2057.00,card,41.14,7.41,captured,setl_20260710_008
pay_000172,ord_000064,2026-07-08T10:43:00,31135.99,card,622.72,112.09,captured,setl_20260710_008
pay_000173,ord_000075,2026-07-09T01:05:00,2465.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000174,ord_000150,2026-07-08T11:30:00,101532.00,card,2030.64,365.52,captured,setl_20260710_008
pay_000175,ord_000178,2026-07-09T01:27:00,2213.00,netbanking,39.83,7.17,captured,setl_20260713_009
pay_000176,ord_000254,2026-07-09T00:25:00,24224.00,card,484.48,87.21,captured,setl_20260713_009
pay_000177,ord_000298,2026-07-08T16:15:00,1125.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000178,ord_000319,2026-07-08T11:07:00,1529.00,card,30.58,5.50,captured,setl_20260710_008
pay_000179,ord_000366,2026-07-09T04:41:00,855.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000180,ord_000411,2026-07-09T10:28:00,9906.00,card,198.12,35.66,captured,setl_20260713_009
pay_000181,ord_000452,2026-07-09T06:23:00,40814.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000182,ord_000609,2026-07-08T16:39:00,12203.99,wallet,244.08,43.93,captured,setl_20260710_008
pay_000183,ord_000640,2026-07-09T07:51:00,948.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000184,ord_000640,2026-07-08T23:30:00,948.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000185,ord_000740,2026-07-09T01:48:00,1049.50,upi,0.00,0.00,captured,setl_20260713_009
pay_000186,ord_000748,2026-07-09T07:42:00,1109.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000187,ord_000869,2026-07-08T14:03:00,490.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000188,ord_000910,2026-07-09T05:00:00,3460.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000189,ord_000979,2026-07-08T20:55:00,1183.99,upi,0.00,0.00,captured,setl_20260710_008
pay_000190,ord_000038,2026-07-09T21:32:00,2450.00,wallet,49.00,8.82,captured,setl_20260713_009
pay_000191,ord_000068,2026-07-10T02:05:00,9991.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000192,ord_000118,2026-07-09T09:02:00,2374.99,upi,0.00,0.00,captured,setl_20260713_009
pay_000193,ord_000277,2026-07-09T14:01:00,1173.99,upi,0.00,0.00,captured,setl_20260713_009
pay_000194,ord_000347,2026-07-10T01:17:00,3888.00,netbanking,69.98,12.60,captured,setl_20260714_010
pay_000195,ord_000372,2026-07-10T11:01:00,2134.00,wallet,42.68,7.68,captured,setl_20260714_010
pay_000196,ord_000469,2026-07-09T21:42:00,1530.50,upi,0.00,0.00,captured,setl_20260713_009
pay_000197,ord_000499,2026-07-10T12:40:00,1215.00,card,24.30,4.37,captured,setl_20260714_010
pay_000198,ord_000522,2026-07-09T18:58:00,4443.00,card,88.86,15.99,captured,setl_20260713_009
pay_000199,ord_000583,2026-07-10T03:34:00,121118.99,card,2422.38,436.03,captured,setl_20260714_010
pay_000200,ord_000598,2026-07-10T13:33:00,2218.00,netbanking,39.92,7.19,captured,setl_20260714_010
pay_000201,ord_000605,2026-07-10T05:59:00,1021.50,card,20.43,3.68,captured,setl_20260714_010
pay_000202,ord_000642,2026-07-10T08:07:00,959.50,upi,0.00,0.00,captured,setl_20260714_010
pay_000203,ord_000661,2026-07-09T19:56:00,9243.00,wallet,184.86,33.27,captured,setl_20260713_009
pay_000204,ord_000661,2026-07-10T15:26:00,9243.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000205,ord_000685,2026-07-10T08:17:00,154896.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000206,ord_000738,2026-07-10T04:39:00,4285.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000207,ord_000738,2026-07-10T03:39:00,4285.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000208,ord_000834,2026-07-10T07:49:00,44039.00,card,880.78,158.54,captured,setl_20260714_010
pay_000209,ord_000839,2026-07-09T20:11:00,11817.00,netbanking,212.71,38.29,captured,setl_20260713_009
pay_000210,ord_000059,2026-07-10T10:26:00,438.99,card,8.78,1.58,captured,setl_20260714_010
pay_000211,ord_000143,2026-07-10T15:48:00,667.99,upi,0.00,0.00,captured,setl_20260714_010
pay_000212,ord_000154,2026-07-11T04:31:00,2336.00,card,46.72,8.41,captured,setl_20260715_011
pay_000213,ord_000226,2026-07-11T09:02:00,5029.00,card,100.58,18.10,captured,setl_20260715_011
pay_000214,ord_000285,2026-07-11T15:47:00,2445.00,card,48.90,8.80,captured,setl_20260715_011
pay_000215,ord_000291,2026-07-10T10:33:00,19399.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000216,ord_000331,2026-07-10T16:33:00,2010.00,card,40.20,7.24,captured,setl_20260714_010
pay_000217,ord_000379,2026-07-11T09:40:00,1644.00,wallet,32.88,5.92,captured,setl_20260715_011
pay_000218,ord_000506,2026-07-11T09:52:00,12424.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000219,ord_000563,2026-07-11T07:33:00,2066.00,netbanking,37.19,6.69,captured,setl_20260715_011
pay_000220,ord_000812,2026-07-11T01:07:00,4084.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000221,ord_000920,2026-07-10T21:26:00,12541.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000222,ord_000057,2026-07-12T13:29:00,1798.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000223,ord_000081,2026-07-11T14:45:00,1950.99,card,39.02,7.02,captured,setl_20260715_011
pay_000224,ord_000110,2026-07-11T11:33:00,2310.99,card,46.22,8.32,captured,setl_20260715_011
pay_000225,ord_000146,2026-07-11T14:24:00,304.00,card,6.08,1.09,captured,setl_20260715_011
pay_000226,ord_000202,2026-07-12T12:42:00,2228.00,netbanking,40.10,7.22,captured,setl_20260715_012
pay_000227,ord_000305,2026-07-11T10:26:00,1527.99,upi,0.00,0.00,captured,setl_20260715_011
pay_000228,ord_000357,2026-07-11T14:07:00,1881.00,netbanking,33.86,6.09,captured,setl_20260715_011
pay_000229,ord_000424,2026-07-12T12:31:00,1122.00,card,22.44,4.04,captured,setl_20260715_012
pay_000230,ord_000443,2026-07-12T00:29:00,324745.50,upi,0.00,0.00,captured,setl_20260715_012
pay_000231,ord_000495,2026-07-12T02:17:00,1252.00,card,25.04,4.51,captured,setl_20260715_012
pay_000232,ord_000559,2026-07-11T13:03:00,10500.00,card,210.00,37.80,captured,setl_20260715_011
pay_000233,ord_000711,2026-07-11T18:21:00,1299.00,wallet,25.98,4.68,captured,setl_20260715_011
pay_000234,ord_000742,2026-07-12T06:18:00,14045.99,card,280.92,50.57,captured,setl_20260715_012
pay_000235,ord_000788,2026-07-11T14:29:00,20814.00,card,416.28,74.93,captured,setl_20260715_011
pay_000236,ord_000794,2026-07-11T19:23:00,335.00,netbanking,6.03,1.09,captured,setl_20260715_011
pay_000237,ord_000800,2026-07-11T11:18:00,1040.00,card,20.80,3.74,captured,setl_20260715_011
pay_000238,ord_000819,2026-07-11T22:33:00,988.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000239,ord_000838,2026-07-12T05:33:00,2274.50,wallet,45.49,8.19,captured,setl_20260715_012
pay_000240,ord_000847,2026-07-12T07:18:00,6011.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000241,ord_000876,2026-07-12T04:22:00,3942.00,wallet,78.84,14.19,captured,setl_20260715_012
pay_000242,ord_000898,2026-07-12T00:31:00,1049.50,netbanking,18.89,3.40,captured,setl_20260715_012
pay_000243,ord_000935,2026-07-11T15:00:00,1875.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000244,ord_000053,2026-07-12T15:51:00,507.50,card,10.15,1.83,captured,setl_20260715_012
pay_000245,ord_000088,2026-07-13T10:40:00,933.00,upi,0.00,0.00,captured,setl_20260715_013
pay_000246,ord_000160,2026-07-12T11:19:00,1257.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000247,ord_000328,2026-07-12T19:21:00,10595.50,upi,0.00,0.00,captured,setl_20260715_012
pay_000248,ord_000396,2026-07-12T15:21:00,619.00,netbanking,11.14,2.01,captured,setl_20260715_012
pay_000249,ord_000408,2026-07-12T10:41:00,2499.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000250,ord_000422,2026-07-13T13:21:00,43352.99,card,867.06,156.07,captured,setl_20260715_013
pay_000251,ord_000588,2026-07-13T01:19:00,8727.00,card,174.54,31.42,captured,setl_20260715_013
pay_000252,ord_000610,2026-07-13T03:43:00,2940.50,upi,0.00,0.00,captured,setl_20260715_013
pay_000253,ord_000610,2026-07-13T14:56:00,2940.50,netbanking,52.93,9.53,captured,setl_20260715_013
pay_000254,ord_000631,2026-07-12T19:24:00,8981.00,card,179.62,32.33,captured,setl_20260715_012
pay_000255,ord_000722,2026-07-13T04:07:00,3252.50,netbanking,58.55,10.54,captured,setl_20260715_013
pay_000256,ord_000756,2026-07-12T10:17:00,807.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000257,ord_000769,2026-07-13T15:19:00,1501.00,upi,0.00,0.00,captured,setl_20260715_013
pay_000258,ord_000810,2026-07-13T09:12:00,2000.50,wallet,40.01,7.20,captured,setl_20260715_013
pay_000259,ord_000840,2026-07-13T01:09:00,5788.00,upi,0.00,0.00,captured,setl_20260715_013
pay_000260,ord_000866,2026-07-13T09:20:00,7999.00,upi,0.00,0.00,captured,setl_20260715_013
pay_000261,ord_000903,2026-07-13T06:08:00,1389.00,upi,0.00,0.00,captured,setl_20260715_013
pay_000262,ord_000968,2026-07-12T18:59:00,1744.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000263,ord_000005,2026-07-14T13:02:00,11428.50,upi,0.00,0.00,captured,setl_20260716_014
