refund_id,payment_id,amount,created_at,settlement_id
rfnd_000041,pay_000374,2610.69,2026-08-05T03:24:00,setl_20260805_032
rfnd_000042,pay_000379,1274.55,2026-07-26T17:40:00,setl_20260727_023
rfnd_000043,pay_000395,426.30,2026-08-12T12:34:00,setl_20260812_039
rfnd_000044,pay_000402,610.69,2026-07-30T19:09:00,setl_20260730_028
rfnd_000045,pay_000403,1957.08,2026-07-30T20:26:00,setl_20260730_028
rfnd_000046,pay_000409,184.44,2026-08-08T06:18:00,setl_20260810_037
rfnd_000047,pay_000411,1396.32,2026-08-09T14:10:00,setl_20260810_037
rfnd_000048,pay_000412,359.77,2026-08-10T12:23:00,setl_20260810_037
rfnd_000049,pay_000425,2107.99,2026-08-05T19:05:00,setl_20260805_032
rfnd_000050,pay_000431,23930.38,2026-08-09T08:31:00,setl_20260810_037
rfnd_000051,pay_000443,4851.93,2026-08-11T01:33:00,setl_20260811_038
rfnd_000052,pay_000448,6403.93,2026-08-03T23:56:00,setl_20260803_030
rfnd_000053,pay_000451,1417.47,2026-08-12T22:50:00,setl_20260812_039
rfnd_000054,pay_000463,376.50,2026-08-03T06:24:00,setl_20260803_030
rfnd_000055,pay_000465,981.84,2026-08-07T12:57:00,setl_20260807_036
rfnd_000056,pay_000467,60849.59,2026-08-02T07:09:00,setl_20260803_030
rfnd_000057,pay_000475,257.39,2026-08-10T13:48:00,setl_20260810_037
rfnd_000058,pay_000483,3188.14,2026-08-12T04:43:00,setl_20260812_039
rfnd_000059,pay_000510,19171.19,2026-08-11T23:25:00,setl_20260811_038
rfnd_000060,pay_000534,253.47,2026-08-14T20:14:00,setl_20260814_043
rfnd_000061,pay_000535,1653.56,2026-08-07T17:29:00,setl_20260807_036
rfnd_000062,pay_000555,1028.43,2026-08-06T08:03:00,setl_20260806_035
rfnd_000063,pay_000576,1258.00,2026-08-22T00:19:00,
rfnd_000064,pay_000584,461.00,2026-08-16T05:01:00,setl_20260817_044
rfnd_000065,pay_000586,6713.45,2026-08-24T11:52:00,
rfnd_000066,pay_000591,1684.00,2026-08-23T06:47:00,
rfnd_000067,pay_000595,8126.00,2026-08-08T14:32:00,setl_20260810_037
rfnd_000068,pay_000600,1034.00,2026-08-15T07:58:00,setl_20260817_044
rfnd_000069,pay_000617,779.38,2026-08-24T12:33:00,
rfnd_000070,pay_000631,7057.00,2026-08-23T18:46:00,
rfnd_000071,pay_000635,3797.65,2026-08-10T15:50:00,setl_20260810_037
rfnd_000072,pay_000657,928.84,2026-08-17T17:59:00,setl_20260817_044
rfnd_000073,pay_000663,14301.50,2026-08-05T05:05:00,setl_20260805_032
rfnd_000074,pay_000673,718.12,2026-08-19T18:00:00,setl_20260819_046
rfnd_000075,pay_000675,2236.00,2026-08-24T16:24:00,
rfnd_000076,pay_000688,687.66,2026-08-15T14:23:00,setl_20260817_044
rfnd_000077,pay_000698,8056.56,2026-08-16T07:51:00,setl_20260817_044
rfnd_000078,pay_000708,404.46,2026-08-19T19:29:00,setl_20260819_046
rfnd_000079,pay_000728,1272.99,2026-08-12T01:13:00,setl_20260812_039
rfnd_000080,pay_000736,11684.81,2026-08-11T08:23:00,setl_20260811_038
rfnd_000081,pay_000762,588.92,2026-08-17T07:44:00,setl_20260817_044
rfnd_000082,pay_000769,3665.45,2026-08-18T05:51:00,setl_20260818_045
rfnd_000083,pay_000773,901.72,2026-08-16T17:58:00,setl_20260817_044
rfnd_000084,pay_000774,91.00,2026-08-10T16:15:00,setl_20260810_037
rfnd_000085,pay_000781,549.99,2026-08-14T02:42:00,setl_20260814_043
rfnd_000086,pay_000792,553.33,2026-08-25T01:00:00,
rfnd_000087,pay_000810,1201.00,2026-08-21T00:59:00,
rfnd_000088,pay_000813,2657.05,2026-08-15T10:23:00,setl_20260817_044
rfnd_000089,pay_000834,4601.16,2026-09-02T04:04:00,
rfnd_000090,pay_000858,2772.53,2026-08-20T04:45:00,
rfnd_000091,pay_000865,117823.30,2026-08-30T08:07:00,
rfnd_000092,pay_000905,29012.61,2026-08-19T17:16:00,setl_20260819_046
rfnd_000093,pay_000907,9816.99,2026-08-27T15:42:00,
rfnd_000094,pay_000912,9348.65,2026-08-26T03:50:00,
rfnd_000095,pay_000914,875.61,2026-08-22T19:17:00,
rfnd_000096,pay_000921,1699.39,2026-09-07T17:45:00,
rfnd_000097,pay_000929,727.96,2026-08-25T04:02:00,
rfnd_000098,pay_000943,1569.00,2026-08-26T04:30:00,
rfnd_000099,pay_000954,937.68,2026-08-17T21:39:00,setl_20260817_044
rfnd_000100,pay_000956,309.04,2026-08-27T04:41:00,
rfnd_000101,pay_000964,5643.50,2026-09-11T04:58:00,
rfnd_000102,pay_000981,51.71,2026-08-28T11:40:00,
