refund_id,payment_id,amount,created_at,settlement_id
rfnd_000082,pay_000736,542.89,2026-08-21T12:06:00,
rfnd_000083,pay_000747,8241.99,2026-08-23T09:53:00,
rfnd_000084,pay_000765,767.61,2026-08-04T21:02:00,setl_20260804_031
rfnd_000085,pay_000773,4412.71,2026-08-14T19:34:00,setl_20260814_043
rfnd_000086,pay_000783,1268.01,2026-08-10T16:16:00,setl_20260810_037
rfnd_000087,pay_000785,1341.79,2026-08-26T13:41:00,
rfnd_000088,pay_000791,7506.00,2026-08-17T14:18:00,setl_20260817_044
rfnd_000089,pay_000803,4563.23,2026-08-13T17:23:00,setl_20260813_042
rfnd_000090,pay_000804,799.00,2026-08-07T17:52:00,setl_20260807_036
rfnd_000091,pay_000806,318.43,2026-08-17T21:26:00,setl_20260817_044
rfnd_000092,pay_000814,561.42,2026-09-02T04:30:00,
rfnd_000093,pay_000832,18744.38,2026-08-14T02:42:00,setl_20260814_043
rfnd_000094,pay_000834,399.81,2026-08-15T04:24:00,setl_20260817_044
rfnd_000095,pay_000864,453.99,2026-08-11T14:58:00,setl_20260811_038
rfnd_000096,pay_000868,797.76,2026-08-12T18:42:00,setl_20260812_039
rfnd_000097,pay_000872,713.99,2026-08-12T07:14:00,setl_20260812_039
rfnd_000098,pay_000875,3894.76,2026-09-02T05:31:00,
rfnd_000099,pay_000920,4333.50,2026-08-21T20:40:00,
rfnd_000100,pay_000933,1512.01,2026-08-13T14:34:00,setl_20260813_042
rfnd_000101,pay_000941,336.00,2026-09-05T14:14:00,
rfnd_000102,pay_000943,7050.31,2026-08-23T15:24:00,
rfnd_000103,pay_000947,5347.04,2026-09-01T12:46:00,
rfnd_000104,pay_000962,1777.83,2026-09-02T14:24:00,
rfnd_000105,pay_000964,618.04,2026-08-16T07:56:00,setl_20260817_044
rfnd_000106,pay_000976,24425.82,2026-08-22T05:39:00,
rfnd_000107,pay_000979,155.80,2026-08-28T04:59:00,
rfnd_000108,pay_000984,1319.27,2026-08-18T08:35:00,setl_20260818_045
