payment_id,order_id,captured_at,amount,method,fee,tax_on_fee,status,settlement_id
pay_000090,ord_000639,2026-07-05T00:03:00,762.50,netbanking,13.73,2.47,captured,setl_20260708_005
pay_000091,ord_000767,2026-07-05T01:00:00,11782.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000092,ord_000833,2026-07-04T23:48:00,3321.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000093,ord_000869,2026-07-05T14:16:00,1469.00,card,29.38,5.29,captured,setl_20260708_005
pay_000094,ord_000927,2026-07-05T07:03:00,1770.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000095,ord_000952,2026-07-05T03:15:00,2397.00,card,47.94,8.63,captured,setl_20260708_005
pay_000096,ord_000985,2026-07-05T06:24:00,692.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000097,ord_000159,2026-07-06T08:16:00,5942.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000098,ord_000169,2026-07-06T03:49:00,6459.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000099,ord_000187,2026-07-05T15:11:00,1996.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000100,ord_000274,2026-07-05T10:12:00,2182.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000101,ord_000324,2026-07-05T21:18:00,1455.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000102,ord_000324,2026-07-06T01:55:00,1455.99,card,29.12,5.24,captured,setl_20260708_006
pay_000103,ord_000359,2026-07-05T23:42:00,48413.00,card,968.26,174.29,captured,setl_20260708_006
pay_000104,ord_000389,2026-07-05T11:03:00,2199.00,netbanking,39.58,7.12,captured,setl_20260708_005
pay_000105,ord_000474,2026-07-06T06:36:00,892.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000106,ord_000497,2026-07-05T19:53:00,17407.50,card,348.15,62.67,captured,setl_20260708_005
pay_000107,ord_000544,2026-07-05T13:10:00,1302.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000108,ord_000647,2026-07-05T16:14:00,8034.00,card,160.68,28.92,captured,setl_20260708_005
pay_000109,ord_000751,2026-07-06T11:48:00,958.00,card,19.16,3.45,captured,setl_20260708_006
pay_000110,ord_000787,2026-07-05T20:01:00,49712.00,wallet,994.24,178.96,captured,setl_20260708_005
pay_000111,ord_000788,2026-07-06T10:07:00,653.00,card,13.06,2.35,captured,setl_20260708_006
pay_000112,ord_000802,2026-07-06T12:07:00,1348.00,card,26.96,4.85,captured,setl_20260708_006
pay_000113,ord_000853,2026-07-06T08:09:00,14427.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000114,ord_000888,2026-07-05T13:04:00,549.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000115,ord_000917,2026-07-05T16:24:00,2460.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000116,ord_000972,2026-07-06T11:27:00,66804.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000117,ord_000096,2026-07-06T16:18:00,7494.50,upi,0.00,0.00,captured,setl_20260708_006
pay_000118,ord_000206,2026-07-07T04:12:00,1936.99,upi,0.00,0.00,captured,setl_20260709_007
pay_000119,ord_000316,2026-07-07T08:52:00,9533.99,upi,0.00,0.00,captured,setl_20260709_007
pay_000120,ord_000347,2026-07-07T06:04:00,14768.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000121,ord_000447,2026-07-06T21:01:00,52022.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000122,ord_000469,2026-07-06T21:31:00,4040.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000123,ord_000586,2026-07-07T06:35:00,1151.00,card,23.02,4.14,captured,setl_20260709_007
pay_000124,ord_000648,2026-07-07T03:18:00,9750.50,upi,0.00,0.00,captured,setl_20260709_007
pay_000125,ord_000661,2026-07-07T05:57:00,2278.00,netbanking,41.00,7.38,captured,setl_20260709_007
pay_000126,ord_000687,2026-07-07T07:02:00,2111.00,wallet,42.22,7.60,captured,setl_20260709_007
pay_000127,ord_000692,2026-07-07T10:20:00,2464.00,card,49.28,8.87,captured,setl_20260709_007
pay_000128,ord_000847,2026-07-07T14:08:00,8833.00,netbanking,158.99,28.62,captured,setl_20260709_007
pay_000129,ord_000865,2026-07-07T03:50:00,535.00,card,10.70,1.93,captured,setl_20260709_007
pay_000130,ord_000875,2026-07-07T11:18:00,904.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000131,ord_000918,2026-07-07T02:07:00,2080.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000132,ord_000923,2026-07-07T07:44:00,395982.50,netbanking,7127.69,1282.98,captured,setl_20260709_007
pay_000133,ord_000940,2026-07-07T14:15:00,6061.99,card,121.24,21.82,captured,setl_20260709_007
pay_000134,ord_000949,2026-07-07T12:34:00,51621.99,upi,0.00,0.00,captured,setl_20260709_007
pay_000135,ord_000971,2026-07-06T21:53:00,589.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000136,ord_000971,2026-07-06T13:33:00,589.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000137,ord_000980,2026-07-07T14:59:00,1590.50,netbanking,28.63,5.15,captured,setl_20260709_007
pay_000138,ord_000101,2026-07-08T00:58:00,626.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000139,ord_000170,2026-07-08T09:41:00,9748.00,card,194.96,35.09,captured,setl_20260710_008
pay_000140,ord_000194,2026-07-07T12:23:00,78352.00,wallet,1567.04,282.07,captured,setl_20260709_007
pay_000141,ord_000196,2026-07-07T22:53:00,1032.50,upi,0.00,0.00,captured,setl_20260709_007
pay_000142,ord_000264,2026-07-08T13:30:00,1553.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000143,ord_000264,2026-07-07T15:09:00,1553.00,netbanking,27.95,5.03,captured,setl_20260709_007
pay_000144,ord_000361,2026-07-07T21:37:00,216.00,card,4.32,0.78,captured,setl_20260709_007
pay_000145,ord_000390,2026-07-08T01:18:00,12713.00,netbanking,228.83,41.19,captured,setl_20260710_008
pay_000146,ord_000409,2026-07-07T22:03:00,7267.00,wallet,145.34,26.16,captured,setl_20260709_007
pay_000147,ord_000450,2026-07-07T16:19:00,485.00,card,9.70,1.75,captured,setl_20260709_007
pay_000148,ord_000478,2026-07-07T12:08:00,3302.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000149,ord_000518,2026-07-07T11:36:00,29689.00,wallet,593.78,106.88,captured,setl_20260709_007
pay_000150,ord_000531,2026-07-08T03:52:00,8121.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000151,ord_000549,2026-07-07T23:03:00,1054.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000152,ord_000593,2026-07-07T15:16:00,432.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000153,ord_000623,2026-07-08T00:43:00,10060.50,card,201.21,36.22,captured,setl_20260710_008
pay_000154,ord_000634,2026-07-07T15:13:00,2801.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000155,ord_000695,2026-07-08T12:17:00,262054.00,card,5241.08,943.39,captured,setl_20260710_008
pay_000156,ord_000705,2026-07-08T10:14:00,859.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000157,ord_000757,2026-07-08T04:54:00,13453.00,card,269.06,48.43,captured,setl_20260710_008
pay_000158,ord_000807,2026-07-07T09:55:00,64081.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000159,ord_000845,2026-07-07T17:26:00,544.00,card,10.88,1.96,captured,setl_20260709_007
pay_000160,ord_000871,2026-07-07T18:37:00,9906.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000161,ord_000882,2026-07-08T08:35:00,2163.00,card,43.26,7.79,captured,setl_20260710_008
pay_000162,ord_000902,2026-07-07T19:46:00,262.00,upi,0.00,0.00,captured,setl_20260709_007
pay_000163,ord_000929,2026-07-08T11:01:00,3288.99,upi,0.00,0.00,captured,setl_20260710_008
pay_000164,ord_000028,2026-07-09T02:42:00,1300.99,upi,0.00,0.00,captured,setl_20260713_009
pay_000165,ord_000052,2026-07-09T04:09:00,2385.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000166,ord_000058,2026-07-08T11:06:00,1786.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000167,ord_000176,2026-07-09T05:27:00,9248.50,card,184.97,33.29,captured,setl_20260713_009
pay_000168,ord_000253,2026-07-09T11:55:00,74061.50,upi,0.00,0.00,captured,setl_20260713_009
pay_000169,ord_000291,2026-07-09T02:57:00,2293.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000170,ord_000383,2026-07-09T13:41:00,73543.50,card,1470.87,264.76,captured,setl_20260713_009
pay_000171,ord_000413,2026-07-08T10:26:00,44171.00,upi,0.00,0.00,captured,setl_20260710_008
pay_000172,ord_000538,2026-07-08T15:40:00,2855.99,upi,0.00,0.00,captured,setl_20260710_008
pay_000173,ord_000541,2026-07-09T09:32:00,715.00,netbanking,12.87,2.32,captured,setl_20260713_009
pay_000174,ord_000587,2026-07-08T09:22:00,2265.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000175,ord_000605,2026-07-08T15:21:00,8834.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000176,ord_000741,2026-07-08T21:23:00,52068.99,netbanking,937.24,168.70,captured,setl_20260710_008
pay_000177,ord_000762,2026-07-08T10:59:00,50887.99,upi,0.00,0.00,captured,setl_20260710_008
pay_000178,ord_000827,2026-07-08T11:32:00,2972.50,upi,0.00,0.00,captured,setl_20260710_008
pay_000179,ord_000829,2026-07-08T14:02:00,2043.99,card,40.88,7.36,captured,setl_20260710_008
pay_000180,ord_000939,2026-07-09T02:13:00,1164.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000181,ord_000003,2026-07-10T05:39:00,1075.00,wallet,21.50,3.87,captured,setl_20260714_010
pay_000182,ord_000077,2026-07-10T10:00:00,1127.00,netbanking,20.29,3.65,captured,setl_20260714_010
pay_000183,ord_000138,2026-07-09T13:28:00,2342.99,card,46.86,8.43,captured,setl_20260713_009
pay_000184,ord_000145,2026-07-10T11:06:00,2004.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000185,ord_000289,2026-07-09T15:46:00,1268.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000186,ord_000311,2026-07-09T22:30:00,3848.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000187,ord_000351,2026-07-09T17:31:00,1128.00,netbanking,20.30,3.65,captured,setl_20260713_009
pay_000188,ord_000411,2026-07-10T10:14:00,609.00,netbanking,10.96,1.97,captured,setl_20260714_010
pay_000189,ord_000423,2026-07-09T15:02:00,60843.00,card,1216.86,219.03,captured,setl_20260713_009
pay_000190,ord_000440,2026-07-09T10:06:00,423.99,wallet,8.48,1.53,captured,setl_20260713_009
pay_000191,ord_000440,2026-07-10T10:07:00,423.99,upi,0.00,0.00,captured,setl_20260714_010
pay_000192,ord_000477,2026-07-10T14:39:00,13746.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000193,ord_000533,2026-07-09T10:17:00,11047.00,card,220.94,39.77,captured,setl_20260713_009
pay_000194,ord_000546,2026-07-10T04:55:00,1074.00,card,21.48,3.87,captured,setl_20260714_010
pay_000195,ord_000577,2026-07-09T21:01:00,1149.00,upi,0.00,0.00,captured,setl_20260713_009
pay_000196,ord_000613,2026-07-09T12:00:00,591.00,card,11.82,2.13,captured,setl_20260713_009
pay_000197,ord_000709,2026-07-09T23:23:00,410.99,card,8.22,1.48,captured,setl_20260714_010
pay_000198,ord_000740,2026-07-10T11:22:00,999.00,card,19.98,3.60,captured,setl_20260714_010
pay_000199,ord_000745,2026-07-09T13:01:00,4164.00,wallet,83.28,14.99,captured,setl_20260713_009
pay_000200,ord_000850,2026-07-09T14:48:00,13384.99,upi,0.00,0.00,captured,setl_20260713_009
pay_000201,ord_000890,2026-07-10T11:23:00,6944.00,card,138.88,25.00,captured,setl_20260714_010
pay_000202,ord_000900,2026-07-10T00:11:00,3558.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000203,ord_000945,2026-07-09T23:55:00,1284.50,upi,0.00,0.00,captured,setl_20260714_010
pay_000204,ord_000005,2026-07-10T21:16:00,6799.50,upi,0.00,0.00,captured,setl_20260714_010
pay_000205,ord_000041,2026-07-10T10:57:00,1708.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000206,ord_000100,2026-07-10T13:25:00,407446.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000207,ord_000100,2026-07-10T19:44:00,407446.00,card,8148.92,1466.81,captured,setl_20260714_010
pay_000208,ord_000109,2026-07-10T22:56:00,892.50,upi,0.00,0.00,captured,setl_20260714_010
pay_000209,ord_000109,2026-07-10T10:40:00,892.50,upi,0.00,0.00,captured,setl_20260714_010
pay_000210,ord_000131,2026-07-10T14:31:00,269.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000211,ord_000137,2026-07-11T03:35:00,12925.00,card,258.50,46.53,captured,setl_20260715_011
pay_000212,ord_000154,2026-07-11T03:20:00,1396.50,netbanking,25.14,4.53,captured,setl_20260715_011
pay_000213,ord_000154,2026-07-10T17:16:00,1396.50,upi,0.00,0.00,captured,setl_20260714_010
pay_000214,ord_000180,2026-07-10T18:41:00,8285.99,upi,0.00,0.00,captured,setl_20260714_010
pay_000215,ord_000191,2026-07-10T15:24:00,1259.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000216,ord_000233,2026-07-10T20:26:00,1587.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000217,ord_000303,2026-07-10T23:15:00,1684.00,card,33.68,6.06,captured,setl_20260715_011
pay_000218,ord_000343,2026-07-10T11:33:00,1701.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000219,ord_000355,2026-07-10T09:34:00,58716.50,card,1174.33,211.38,captured,setl_20260714_010
pay_000220,ord_000400,2026-07-11T00:37:00,442.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000221,ord_000402,2026-07-11T01:27:00,34351.99,upi,0.00,0.00,captured,setl_20260715_011
pay_000222,ord_000439,2026-07-10T18:12:00,29312.00,card,586.24,105.52,captured,setl_20260714_010
pay_000223,ord_000461,2026-07-11T06:54:00,11536.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000224,ord_000525,2026-07-11T06:19:00,12450.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000225,ord_000564,2026-07-11T01:33:00,79500.00,card,1590.00,286.20,captured,setl_20260715_011
pay_000226,ord_000570,2026-07-11T00:32:00,1967.99,card,39.36,7.08,captured,setl_20260715_011
pay_000227,ord_000604,2026-07-10T16:41:00,2438.00,card,48.76,8.78,captured,setl_20260714_010
pay_000228,ord_000676,2026-07-11T14:02:00,415.00,card,8.30,1.49,captured,setl_20260715_011
pay_000229,ord_000676,2026-07-10T13:49:00,415.00,netbanking,7.47,1.34,captured,setl_20260714_010
pay_000230,ord_000700,2026-07-10T12:52:00,4306.50,netbanking,77.52,13.95,captured,setl_20260714_010
pay_000231,ord_000703,2026-07-10T22:35:00,376.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000232,ord_000712,2026-07-11T13:22:00,1428.99,card,28.58,5.14,captured,setl_20260715_011
pay_000233,ord_000781,2026-07-10T14:15:00,433.00,upi,0.00,0.00,captured,setl_20260714_010
pay_000234,ord_000782,2026-07-11T06:38:00,1208.99,netbanking,21.76,3.92,captured,setl_20260715_011
pay_000235,ord_000790,2026-07-11T09:05:00,9697.00,card,193.94,34.91,captured,setl_20260715_011
pay_000236,ord_000790,2026-07-11T05:00:00,9697.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000237,ord_000812,2026-07-11T06:24:00,14875.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000238,ord_000861,2026-07-10T21:47:00,940.00,netbanking,16.92,3.05,captured,setl_20260714_010
pay_000239,ord_000998,2026-07-10T13:18:00,66306.99,upi,0.00,0.00,captured,setl_20260714_010
pay_000240,ord_000019,2026-07-12T08:04:00,1228.00,card,24.56,4.42,captured,setl_20260715_012
pay_000241,ord_000046,2026-07-12T01:56:00,63474.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000242,ord_000140,2026-07-12T02:55:00,6524.00,wallet,130.48,23.49,captured,setl_20260715_012
pay_000243,ord_000203,2026-07-11T21:41:00,1009.99,netbanking,18.18,3.27,captured,setl_20260715_011
pay_000244,ord_000290,2026-07-11T11:45:00,396115.99,upi,0.00,0.00,captured,setl_20260715_011
pay_000245,ord_000349,2026-07-12T13:26:00,5094.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000246,ord_000362,2026-07-11T09:34:00,1380.50,netbanking,24.85,4.47,captured,setl_20260715_011
pay_000247,ord_000399,2026-07-12T10:19:00,14699.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000248,ord_000503,2026-07-11T22:30:00,1192.50,card,23.85,4.29,captured,setl_20260715_011
pay_000249,ord_000513,2026-07-11T15:31:00,941.99,netbanking,16.96,3.05,captured,setl_20260715_011
pay_000250,ord_000530,2026-07-12T12:17:00,2730.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000251,ord_000535,2026-07-11T18:42:00,1878.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000252,ord_000537,2026-07-12T11:15:00,12670.99,upi,0.00,0.00,captured,setl_20260715_012
pay_000253,ord_000551,2026-07-11T14:07:00,2230.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000254,ord_000571,2026-07-11T17:58:00,12168.99,card,243.38,43.81,captured,setl_20260715_011
pay_000255,ord_000573,2026-07-11T19:33:00,1358.99,upi,0.00,0.00,captured,setl_20260715_011
pay_000256,ord_000620,2026-07-11T15:33:00,719.00,card,14.38,2.59,captured,setl_20260715_011
pay_000257,ord_000636,2026-07-11T18:07:00,95321.00,upi,0.00,0.00,captured,setl_20260715_011
pay_000258,ord_000680,2026-07-11T23:29:00,2287.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000259,ord_000694,2026-07-12T04:53:00,1979.00,card,39.58,7.12,captured,setl_20260715_012
pay_000260,ord_000718,2026-07-12T14:10:00,14967.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000261,ord_000800,2026-07-12T11:27:00,994.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000262,ord_000805,2026-07-12T12:43:00,65570.00,upi,0.00,0.00,captured,setl_20260715_012
pay_000263,ord_000901,2026-07-11T23:39:00,8542.50,upi,0.00,0.00,captured,setl_20260715_012
