bank_row_id,txn_date,narration,credit,debit,balance
bank_000024,2026-07-28,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,137149.92,0.00,11183751.48
bank_000067,2026-07-28,NEFT DR-VENDOR PAYMENT-INV3532,0.00,71205.63,11112545.85
bank_000025,2026-07-29,RTGS-ZBSX418586957363-RAZORPAYSOFTWARE-MERCHANT SETTLEMENT,53619.94,0.00,11166165.79
bank_000026,2026-07-29,IMPS/LDHQ089741160744/RAZORPAY SOFTWARE/PAYOUT,223044.92,0.00,11389210.71
bank_000027,2026-07-29,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-PQQI018570163138-SETTLEMENT,567497.71,0.00,11956708.42
bank_000068,2026-07-29,GST PAYMENT CHALLAN 2400,0.00,73238.68,11883469.74
bank_000028,2026-07-30,IMPS/GKIP359432391050/RAZORPAY SOFTWARE/PAYOUT,202117.90,0.00,12085587.64
bank_000069,2026-07-30,RENT-PROPERTY MGMT-7194,0.00,72713.43,12012874.21
bank_000029,2026-07-31,RTGS-OLFQ001938953056-RAZORPAYSOFTW,212912.79,0.00,12225787.00
bank_000052,2026-08-02,NEFT CR-RCOE647475929802-CUSTOMER DIRECT TRANSFER,5956.50,0.00,12231743.50
bank_000030,2026-08-03,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,171766.57,0.00,12403510.07
bank_000070,2026-08-03,NEFT DR-VENDOR PAYMENT-INV1849,0.00,59919.93,12343590.14
bank_000031,2026-08-04,IMPS/RWVB155730064047/RAZORPAY SOFTWARE/PAYOUT,128616.88,0.00,12472207.02
bank_000032,2026-08-05,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-NRMX399858085635-SETTLEMENT,123189.62,0.00,12595396.64
bank_000033,2026-08-05,IMPS/RUKF033583826697/RAZORPAY SOFT,409852.39,0.00,13005249.03
bank_000034,2026-08-05,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,180706.09,0.00,13185955.12
bank_000071,2026-08-05,GST PAYMENT CHALLAN 6642,0.00,45989.02,13139966.10
bank_000035,2026-08-06,NEFT CR-RATN0000088-RAZORPAY SOFTWA,120303.33,0.00,13260269.43
bank_000036,2026-08-07,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-GDVQ846873358149-SETTLEMENT,118654.95,0.00,13378924.38
bank_000037,2026-08-10,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-BSTN959205185601-SETTLEMENT,37342.31,0.00,13416266.69
bank_000053,2026-08-10,NEFT CR-QJOL318547153653-CUSTOMER DIRECT TRANSFER,263.00,0.00,13416529.69
bank_000072,2026-08-10,GST PAYMENT CHALLAN 7975,0.00,75820.41,13340709.28
bank_000038,2026-08-11,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,207131.69,0.00,13547840.97
bank_000073,2026-08-11,RENT-PROPERTY MGMT-5383,0.00,72697.14,13475143.83
bank_000039,2026-08-12,NEFT CR-RATN0000088-RAZORPAY SOFTWARE PVT LTD-CAPI231368366436,93155.69,0.00,13568299.52
bank_000040,2026-08-12,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,148808.94,0.00,13717108.46
bank_000041,2026-08-12,IMPS/ROKJ609021124498/RAZORPAY SOFTWARE/PAYOUT,182550.58,0.00,13899659.04
bank_000042,2026-08-13,RTGS-QHBI593736807907-RAZORPAYSOFTWARE-MERCHANT SETTLEMENT,152780.92,0.00,14052439.96
bank_000074,2026-08-13,UPI/DR/2750/OFFICE SUPPLIES,0.00,1327.32,14051112.64
bank_000043,2026-08-14,IMPS/HMRT554923667768/RAZORPAY SOFTWARE/PAYOUT,644809.61,0.00,14695922.25
bank_000075,2026-08-14,UPI/DR/5700/OFFICE SUPPLIES,0.00,9630.11,14686292.14
bank_000044,2026-08-17,IMPS/KQBB183379530968/RAZORPAY SOFTWARE/PAYOUT,262514.69,0.00,14948806.83
bank_000076,2026-08-17,RENT-PROPERTY MGMT-6212,0.00,53888.43,14894918.40
bank_000045,2026-08-18,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,198991.10,0.00,15093909.50
bank_000077,2026-08-18,RENT-PROPERTY MGMT-2074,0.00,55062.22,15038847.28
bank_000046,2026-08-19,IMPS/JAWE809027226572/RAZORPAY SOFT,201574.23,0.00,15240421.51
