bank_row_id,txn_date,narration,credit,debit,balance
bank_000052,2026-07-29,NEFT CR-OZBV139115462292-CUSTOMER DIRECT TRANSFER,12045.00,0.00,11043557.68
bank_000066,2026-07-29,SALARY DISBURSAL AUG-1286,0.00,120218.23,10923339.45
bank_000026,2026-07-30,IMPS/BMHP479947049316/RAZORPAY SOFTWARE/PAYOUT,171370.29,0.00,11094709.74
bank_000027,2026-07-31,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-XVPV215556454565-SETTLEMENT,899589.01,0.00,11994298.75
bank_000067,2026-07-31,SALARY DISBURSAL AUG-6718,0.00,281205.26,11713093.49
bank_000050,2026-08-02,NEFT CR-TOAM389702557354-CUSTOMER DIRECT TRANSFER,1697.00,0.00,11714790.49
bank_000028,2026-08-03,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-PRWO257002939999-SETTLEMENT,39363.52,0.00,11754154.01
bank_000068,2026-08-04,SALARY DISBURSAL AUG-8680,0.00,232853.57,11521300.44
bank_000029,2026-08-05,NEFT CR-RATN0000088-RAZORPAY SOFTWA,383418.40,0.00,11904718.84
bank_000030,2026-08-05,RTGS-XVIF886102377037-RAZORPAYSOFTW,332526.18,0.00,12237245.02
bank_000031,2026-08-05,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-HQLO587209294891-SETTLEMENT,290367.30,0.00,12527612.32
bank_000069,2026-08-05,UPI/DR/4909/OFFICE SUPPLIES,0.00,1204.71,12526407.61
bank_000032,2026-08-06,RTGS-SWHU601926369711-RAZORPAYSOFTWARE-MERCHANT SETTLEMENT,552377.24,0.00,13078784.85
bank_000070,2026-08-06,UPI/DR/7459/OFFICE SUPPLIES,0.00,9368.12,13069416.73
bank_000033,2026-08-07,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-FPEZ719355103115-SETTLEMENT,687055.99,0.00,13756472.72
bank_000045,2026-08-08,NEFT CR-CREY607499893202-CUSTOMER DIRECT TRANSFER,820.00,0.00,13757292.72
bank_000034,2026-08-10,NEFT CR-RATN0000088-RAZORPAY SOFTWARE PVT LTD-EDUB881110405387,220858.94,0.00,13978151.66
bank_000071,2026-08-10,GST PAYMENT CHALLAN 6384,0.00,110589.01,13867562.65
bank_000035,2026-08-11,RTGS-JAGN209470698886-RAZORPAYSOFTWARE-MERCHANT SETTLEMENT,132910.90,0.00,14000473.55
bank_000049,2026-08-11,NEFT CR-VAJW872286994257-CUSTOMER DIRECT TRANSFER,45833.00,0.00,14046306.55
bank_000036,2026-08-12,NEFT CR-RATN0000088-RAZORPAY SOFTWA,44471.78,0.00,14090778.33
bank_000037,2026-08-12,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-ITUG417420627205-SETTLEMENT,613726.06,0.00,14704504.39
bank_000038,2026-08-12,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-WGDK424300021113-SETTLEMENT,133825.70,0.00,14838330.09
bank_000048,2026-08-12,NEFT CR-UCZM310993885251-CUSTOMER DIRECT TRANSFER,2120.00,0.00,14840450.09
bank_000039,2026-08-13,NEFT-RAZORPAY SOFTWARE PRIVATE LIMI,237807.81,0.00,15078257.90
bank_000072,2026-08-13,GST PAYMENT CHALLAN 9574,0.00,123461.77,14954796.13
bank_000040,2026-08-14,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-XVZC252645875522-SETTLEMENT,607085.34,0.00,15561881.47
bank_000073,2026-08-14,NEFT DR-VENDOR PAYMENT-INV8022,0.00,53912.06,15507969.41
bank_000047,2026-08-15,NEFT CR-OOEJ115854665335-CUSTOMER DIRECT TRANSFER,34327.00,0.00,15542296.41
bank_000074,2026-08-17,RENT-PROPERTY MGMT-5237,0.00,79654.88,15462641.53
bank_000041,2026-08-19,NEFT-RAZORPAY SOFTWARE PRIVATE LIMITED-IQVG368554337127-SETTLEMENT,439887.86,0.00,15902529.39
bank_000042,2026-08-19,NEFT CR-RATN0000088-RAZORPAY SOFTWARE PVT LTD-VVPL951015003680,34580.77,0.00,15937110.16
bank_000075,2026-08-19,RENT-PROPERTY MGMT-6455,0.00,74624.73,15862485.43
